Order Date,Order ID,Quantity,Customer Name,Segment,Product Name,Category,Sub-Category,Manufacturer,City,State,Region,Ship Date,Ship Mode,Discount,Profit,Profit Ratio,Sales,PPU Before Discount,Profit Margin,Dispatch time,Shipping Cost,"c_name, city, state",High / Low / Loss
2015-02-11,CA-2015-103492,6,Craig Molinari,Corporate,Motorola Droid Maxx,Technology,Phones,Motorola,Huntsville,Texas,Central,2015-02-19,Standard Class,0.20,72.00,0.10,720.00,150.00,0.10,8,9.94,Craig MolinariHuntsville,High
2015-02-11,CA-2015-103492,7,Craig Molinari,Corporate,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,Cisco,Huntsville,Texas,Central,2015-02-19,Standard Class,0.20,66.00,0.09,756.00,135.00,0.09,8,9.94,Craig MolinariHuntsville,High
2015-02-11,CA-2015-103527,3,Chris Cortes,Consumer,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Office Supplies,Paper,Ampad,Chicago,Illinois,Central,2015-02-23,Second Class,0.20,3.00,0.31,11.00,4.58,0.27,12,7.39,Chris CortesChicago,Low
2015-02-12,CA-2015-103590,4,Jeremy Lonsdale,Consumer,Park Ridge Embossed Executive Business Envelopes,Office Supplies,Envelopes,Other,Mount Vernon,New York,East,2015-02-20,Standard Class,0.00,29.00,0.47,62.00,15.50,0.47,8,11.27,Jeremy LonsdaleMount Vernon,Low
2015-02-14,CA-2015-103660,7,Mitch Webber,Consumer,Polycom VVX 310 VoIP phone,Technology,Phones,Polycom,Seattle,Washington,West,2015-02-19,Standard Class,0.20,76.00,0.08,"1,008.00",180.00,0.08,5,7.00,Mitch WebberSeattle,High
2015-02-14,CA-2015-103702,7,Art Foster,Consumer,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders,Premier,Fairfield,Ohio,East,2015-02-20,Standard Class,0.70,-47.00,-0.73,64.00,30.48,-0.73,6,9.32,Art FosterFairfield,Loss
2015-02-14,CA-2015-103744,3,Michael Grace,Home Office,GBC Plastic Binding Combs,Office Supplies,Binders,GBC,El Paso,Texas,Central,2015-02-23,Standard Class,0.80,-7.00,-1.55,4.00,6.67,-1.75,9,12.33,Michael GraceEl Paso,Loss
2015-02-14,CA-2015-103744,3,Michael Grace,Home Office,Staple-on labels,Office Supplies,Labels,Staple-on labels,El Paso,Texas,Central,2015-02-23,Standard Class,0.20,2.00,0.34,7.00,2.92,0.29,9,12.33,Michael GraceEl Paso,Low
2015-02-15,CA-2015-103800,2,Darren Powers,Consumer,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper,Message Book,Houston,Texas,Central,2015-02-18,Standard Class,0.20,6.00,0.34,16.00,10.00,0.38,3,11.99,Darren PowersHouston,Low
2015-02-16,CA-2015-103807,1,Elizabeth Moffitt,Corporate,Kingston Digital DataTraveler 8GB USB 2.0,Technology,Accessories,Kingston,Sandy Springs,Georgia,South,2015-02-21,Standard Class,0.00,1.00,0.14,6.00,6.00,0.17,5,14.81,Elizabeth MoffittSandy Springs,Low
2015-02-16,CA-2015-103807,3,Elizabeth Moffitt,Corporate,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,Paper,Other,Sandy Springs,Georgia,South,2015-02-21,Standard Class,0.00,7.00,0.47,15.00,5.00,0.47,5,14.81,Elizabeth MoffittSandy Springs,Low
2015-02-17,CA-2015-103849,2,Paul Gonzalez,Consumer,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,SanDisk,Fort Worth,Texas,Central,2015-02-22,Standard Class,0.20,7.00,0.13,58.00,36.25,0.12,5,8.21,Paul GonzalezFort Worth,Low
2015-02-18,CA-2015-103849,4,Paul Gonzalez,Consumer,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,Deflect-o,Fort Worth,Texas,Central,2015-02-22,Standard Class,0.60,-84.00,-1.28,66.00,41.25,-1.27,4,8.21,Paul GonzalezFort Worth,Loss
2015-02-18,CA-2015-103849,1,Paul Gonzalez,Consumer,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Technology,Phones,Other,Fort Worth,Texas,Central,2015-02-22,Standard Class,0.20,6.00,0.06,101.00,126.25,0.06,4,8.21,Paul GonzalezFort Worth,Low
2015-02-20,CA-2015-103940,2,Bradley Nguyen,Consumer,Eldon Gobal File Keepers,Office Supplies,Storage,Eldon,Seattle,Washington,West,2015-02-22,Standard Class,0.00,1.00,0.04,30.00,15.00,0.03,2,7.00,Bradley NguyenSeattle,Low
2015-02-20,CA-2015-103940,2,Bradley Nguyen,Consumer,"Executive Impressions 12"" Wall Clock",Furniture,Furnishings,Executive Impressions,Seattle,Washington,West,2015-02-22,Standard Class,0.00,13.00,0.38,35.00,17.50,0.37,2,7.00,Bradley NguyenSeattle,Low
2015-02-20,CA-2015-103940,3,Bradley Nguyen,Consumer,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage,Eldon,Seattle,Washington,West,2015-02-22,Standard Class,0.00,16.00,0.28,58.00,19.33,0.28,2,7.00,Bradley NguyenSeattle,Low
2015-02-21,CA-2015-103940,5,Bradley Nguyen,Consumer,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,GBC,Seattle,Washington,West,2015-02-22,Standard Class,0.20,46.00,0.34,137.00,34.25,0.34,1,7.00,Bradley NguyenSeattle,High
2015-02-22,CA-2015-103989,3,Matt Connell,Corporate,Eldon Wave Desk Accessories,Furniture,Furnishings,Eldon,Lakeland,Florida,South,2015-03-02,First Class,0.20,1.00,0.28,5.00,2.08,0.20,8,24.15,Matt ConnellLakeland,Low
2015-02-23,CA-2015-103989,4,Matt Connell,Corporate,Avery 501,Office Supplies,Labels,Avery,Lakeland,Florida,South,2015-03-02,First Class,0.20,4.00,0.34,12.00,3.75,0.33,7,24.15,Matt ConnellLakeland,Low
2015-02-23,CA-2015-103989,3,Matt Connell,Corporate,Document Clip Frames,Furniture,Furnishings,Other,Lakeland,Florida,South,2015-03-02,First Class,0.20,6.00,0.28,20.00,8.33,0.30,7,24.15,Matt ConnellLakeland,Low
2015-02-24,CA-2015-103989,3,Matt Connell,Corporate,Crate-A-Files,Office Supplies,Storage,Other,Lakeland,Florida,South,2015-03-02,First Class,0.20,2.00,0.07,26.00,10.83,0.08,6,24.15,Matt ConnellLakeland,Low
2015-02-24,CA-2015-103989,5,Matt Connell,Corporate,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,Avery,Lakeland,Florida,South,2015-03-02,First Class,0.70,-26.00,-0.77,34.00,22.67,-0.76,6,24.15,Matt ConnellLakeland,Loss
2015-02-27,CA-2015-103989,2,Matt Connell,Corporate,"Logitech Wireless Boombox Speaker - portable - wireless, wired",Technology,Accessories,Logitech,Lakeland,Florida,South,2015-03-02,First Class,0.20,53.00,0.31,170.00,106.25,0.31,3,24.15,Matt ConnellLakeland,High
2015-03-01,CA-2015-103989,3,Matt Connell,Corporate,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,Cisco,Lakeland,Florida,South,2015-03-02,First Class,0.20,28.00,0.09,324.00,135.00,0.09,1,24.15,Matt ConnellLakeland,High
2015-03-01,CA-2015-104178,1,Janet Molinari,Corporate,"Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings,Eldon,Los Angeles,California,West,2015-03-08,Standard Class,0.00,3.00,0.42,6.00,6.00,0.50,7,14.86,Janet MolinariLos Angeles,Low
2015-03-01,CA-2015-104178,4,Janet Molinari,Corporate,Xerox 23,Office Supplies,Paper,Xerox,Los Angeles,California,West,2015-03-08,Standard Class,0.00,12.00,0.48,26.00,6.50,0.46,7,14.86,Janet MolinariLos Angeles,Low
2015-03-01,CA-2015-104178,4,Janet Molinari,Corporate,Portable Personal File Box,Office Supplies,Storage,Other,Los Angeles,California,West,2015-03-08,Standard Class,0.00,13.00,0.27,49.00,12.25,0.27,7,14.86,Janet MolinariLos Angeles,Low
2015-03-01,CA-2015-104178,5,Janet Molinari,Corporate,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,SanDisk,Los Angeles,California,West,2015-03-08,Standard Class,0.00,30.00,0.32,95.00,19.00,0.32,7,14.86,Janet MolinariLos Angeles,Low
2015-03-01,CA-2015-104269,2,Dave Brooks,Consumer,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,Global,Seattle,Washington,West,2015-03-07,Second Class,0.20,51.00,0.11,458.00,286.25,0.11,6,3.06,Dave BrooksSeattle,High
2015-03-01,CA-2015-104283,1,Liz MacKendrick,Consumer,KI Adjustable-Height Table,Furniture,Tables,KI,Southaven,Mississippi,South,2015-03-11,Standard Class,0.00,22.00,0.26,86.00,86.00,0.26,10,9.21,Liz MacKendrickSouthaven,Low
2015-03-01,CA-2015-104283,4,Liz MacKendrick,Consumer,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,Sony,Southaven,Mississippi,South,2015-03-11,Standard Class,0.00,54.00,0.24,224.00,56.00,0.24,10,9.21,Liz MacKendrickSouthaven,High
2015-03-01,CA-2015-104283,5,Liz MacKendrick,Consumer,"SAFCO Commercial Wire Shelving, 72h",Office Supplies,Storage,SAFCO,Southaven,Mississippi,South,2015-03-11,Standard Class,0.00,0.00,0.00,306.00,61.20,0.00,10,9.21,Liz MacKendrickSouthaven,Loss
2015-03-01,CA-2015-104402,3,Duane Benoit,Consumer,Texas Instruments TI-34 Scientific Calculator,Technology,Machines,Texas Instruments,Newark,Delaware,East,2015-03-07,Standard Class,0.00,31.00,0.47,66.00,22.00,0.47,6,14.31,Duane BenoitNewark,Low
2015-03-02,CA-2015-104472,3,Christine Kargatis,Home Office,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,GBC,Orem,Utah,West,2015-03-05,Standard Class,0.20,19.00,0.33,60.00,25.00,0.32,3,6.50,Christine KargatisOrem,Low
2015-03-02,CA-2015-104472,6,Christine Kargatis,Home Office,Aluminum Document Frame,Furniture,Furnishings,Other,Orem,Utah,West,2015-03-05,Standard Class,0.00,22.00,0.30,73.00,12.17,0.30,3,6.50,Christine KargatisOrem,Low
2015-03-02,CA-2015-104563,5,Craig Molinari,Corporate,Newell Chalk Holder,Office Supplies,Art,Newell,Seattle,Washington,West,2015-03-12,Standard Class,0.00,9.00,0.46,21.00,4.20,0.43,10,7.00,Craig MolinariSeattle,Low
2015-03-02,CA-2015-104563,5,Craig Molinari,Corporate,"Contico 72""H Heavy-Duty Storage System",Office Supplies,Storage,Other,Seattle,Washington,West,2015-03-12,Standard Class,0.00,0.00,0.00,205.00,41.00,0.00,10,7.00,Craig MolinariSeattle,Loss
2015-03-03,CA-2015-104563,6,Craig Molinari,Corporate,Office Star - Task Chair with Contemporary Loop Arms,Furniture,Chairs,Office Star,Seattle,Washington,West,2015-03-12,Standard Class,0.20,22.00,0.05,437.00,91.04,0.05,9,7.00,Craig MolinariSeattle,High
2015-03-03,CA-2015-104563,2,Craig Molinari,Corporate,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,Global,Seattle,Washington,West,2015-03-12,Standard Class,0.20,54.00,0.11,482.00,301.25,0.11,9,7.00,Craig MolinariSeattle,High
2015-03-03,CA-2015-104738,3,Stefania Perrino,Corporate,Acco Hanging Data Binders,Office Supplies,Binders,Acco,Laredo,Texas,Central,2015-03-10,Second Class,0.80,-4.00,-1.60,2.00,3.33,-2.00,7,1.99,Stefania PerrinoLaredo,Loss
2015-03-03,CA-2015-104738,3,Stefania Perrino,Corporate,Fashion Color Clasp Envelopes,Office Supplies,Envelopes,Other,Laredo,Texas,Central,2015-03-10,Second Class,0.20,5.00,0.36,13.00,5.42,0.38,7,1.99,Stefania PerrinoLaredo,Low
2015-03-03,CA-2015-104738,2,Stefania Perrino,Corporate,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,Logitech,Laredo,Texas,Central,2015-03-10,Second Class,0.20,14.00,0.30,48.00,30.00,0.29,7,1.99,Stefania PerrinoLaredo,Low
2015-03-03,CA-2015-104738,2,Stefania Perrino,Corporate,"Plantronics CS 50-USB - headset - Convertible, Monaural",Technology,Phones,Plantronics,Laredo,Texas,Central,2015-03-10,Second Class,0.20,19.00,0.09,218.00,136.25,0.09,7,1.99,Stefania PerrinoLaredo,Low
2015-03-03,CA-2015-104738,3,Stefania Perrino,Corporate,AT&T 1080 Corded phone,Technology,Phones,AT&T,Laredo,Texas,Central,2015-03-10,Second Class,0.20,29.00,0.09,329.00,137.08,0.09,7,1.99,Stefania PerrinoLaredo,High
2015-03-03,CA-2015-104773,2,Thomas Boland,Corporate,"Companion Letter/Legal File, Black",Office Supplies,Storage,Other,Houston,Texas,Central,2015-03-12,Standard Class,0.20,6.00,0.10,60.00,37.50,0.10,9,11.99,Thomas BolandHouston,Low
2015-03-03,CA-2015-104780,8,Bradley Talbott,Home Office,4009 Highlighters by Sanford,Office Supplies,Art,Other,San Diego,California,West,2015-03-05,Standard Class,0.00,11.00,0.33,32.00,4.00,0.34,2,14.30,Bradley TalbottSan Diego,Low
2015-03-04,CA-2015-104808,2,Mark Haberlin,Corporate,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,GBC,Escondido,California,West,2015-03-05,Second Class,0.20,6.00,0.35,17.00,10.63,0.35,1,6.12,Mark HaberlinEscondido,Low
2015-03-04,CA-2015-104829,7,John Grady,Corporate,"Adams ""While You Were Out"" Message Pads",Office Supplies,Paper,Adams,Provo,Utah,West,2015-03-06,Second Class,0.00,10.00,0.45,22.00,3.14,0.45,2,9.69,John GradyProvo,Low
2015-03-05,CA-2015-104976,6,Cyma Kinney,Corporate,Xerox 1987,Office Supplies,Paper,Xerox,San Francisco,California,West,2015-03-08,Standard Class,0.00,17.00,0.49,35.00,5.83,0.49,3,10.99,Cyma KinneySan Francisco,Low
2015-03-05,CA-2015-105165,2,Sam Zeldin,Home Office,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,Angle-D,Houston,Texas,Central,2015-03-06,First Class,0.80,-5.00,-1.65,3.00,7.50,-1.67,1,23.68,Sam ZeldinHouston,Loss
2015-03-05,CA-2015-105165,3,Sam Zeldin,Home Office,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,Dixon,Houston,Texas,Central,2015-03-06,First Class,0.20,4.00,0.16,22.00,9.17,0.18,1,23.68,Sam ZeldinHouston,Low
2015-03-05,CA-2015-105165,4,Sam Zeldin,Home Office,Belkin Standard 104 key USB Keyboard,Technology,Accessories,Belkin,Houston,Texas,Central,2015-03-06,First Class,0.20,-3.00,-0.06,47.00,14.69,-0.06,1,23.68,Sam ZeldinHouston,Loss
2015-03-05,CA-2015-105165,3,Sam Zeldin,Home Office,Panasonic KX TS3282B Corded phone,Technology,Phones,Panasonic,Houston,Texas,Central,2015-03-06,First Class,0.20,15.00,0.08,197.00,82.08,0.08,1,23.68,Sam ZeldinHouston,Low
2015-03-07,CA-2015-105165,1,Sam Zeldin,Home Office,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,Tables,Riverside,Houston,Texas,Central,2015-03-07,First Class,0.30,-23.00,-0.11,201.00,287.14,-0.11,0,23.68,Sam ZeldinHouston,Loss
2015-03-07,CA-2015-105172,6,Paul Knutson,Home Office,Avery 518,Office Supplies,Labels,Avery,San Francisco,California,West,2015-03-17,Standard Class,0.00,9.00,0.48,19.00,3.17,0.47,10,10.99,Paul KnutsonSan Francisco,Low
2015-03-07,CA-2015-105249,2,Duane Huffman,Home Office,Staple remover,Office Supplies,Supplies,Staple remover,San Francisco,California,West,2015-03-07,Same Day,0.00,0.00,0.02,7.00,3.50,0.00,0,54.15,Duane HuffmanSan Francisco,Loss
2015-03-07,CA-2015-105249,4,Duane Huffman,Home Office,Avery 489,Office Supplies,Labels,Avery,San Francisco,California,West,2015-03-07,Same Day,0.00,20.00,0.48,41.00,10.25,0.49,0,54.15,Duane HuffmanSan Francisco,Low
2015-03-07,CA-2015-105249,4,Duane Huffman,Home Office,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,Sauder,San Francisco,California,West,2015-03-07,Same Day,0.15,-5.00,-0.01,411.00,120.88,-0.01,0,54.15,Duane HuffmanSan Francisco,Loss
2015-03-07,CA-2015-105270,3,Arthur Prichep,Consumer,50 Colored Long Pencils,Office Supplies,Art,Other,Los Angeles,California,West,2015-03-09,Standard Class,0.00,8.00,0.26,30.00,10.00,0.27,2,14.86,Arthur PrichepLos Angeles,Low
2015-03-07,CA-2015-105270,1,Arthur Prichep,Consumer,Hon Olson Stacker Stools,Furniture,Chairs,Hon,Los Angeles,California,West,2015-03-09,Standard Class,0.20,11.00,0.10,113.00,141.25,0.10,2,14.86,Arthur PrichepLos Angeles,Low
2015-03-07,CA-2015-105340,1,Evan Henry,Consumer,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders,Wilson Jones,Pasadena,Texas,Central,2015-03-13,First Class,0.80,-11.00,-1.60,7.00,35.00,-1.57,6,20.65,Evan HenryPasadena,Loss
2015-03-10,CA-2015-105417,7,Vivek Sundaresam,Consumer,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Binders,Acco,Huntsville,Texas,Central,2015-03-22,Standard Class,0.80,-18.00,-1.75,10.00,7.14,-1.80,12,9.94,Vivek SundaresamHuntsville,Loss
2015-03-10,CA-2015-105417,3,Vivek Sundaresam,Consumer,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,Howard Miller,Huntsville,Texas,Central,2015-03-22,Standard Class,0.60,-54.00,-0.70,77.00,64.17,-0.70,12,9.94,Vivek SundaresamHuntsville,Loss
2015-03-10,CA-2015-105648,3,Eva Jacobs,Consumer,"Bevis Oval Conference Table, Walnut",Furniture,Tables,Bevis,San Diego,California,West,2015-03-21,Standard Class,0.20,-23.00,-0.04,626.00,260.83,-0.04,11,14.30,Eva JacobsSan Diego,Loss
2015-03-11,CA-2015-105872,4,James Galang,Consumer,Wilson Jones Legal Size Ring Binders,Office Supplies,Binders,Wilson Jones,New York City,New York,East,2015-03-12,Standard Class,0.20,26.00,0.38,70.00,21.88,0.37,1,10.09,James GalangNew York City,Low
2015-03-11,CA-2015-105893,6,Pete Kriz,Consumer,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,Storage,Other,Madison,Wisconsin,Central,2015-03-12,Standard Class,0.00,13.00,0.02,666.00,111.00,0.02,1,10.24,Pete KrizMadison,Low
2015-03-11,CA-2015-105984,3,Muhammed Yedwab,Corporate,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,Global,Columbus,Ohio,East,2015-03-11,Same Day,0.30,-35.00,-0.06,611.00,290.95,-0.06,0,52.85,Muhammed YedwabColumbus,Loss
2015-03-11,CA-2015-105984,5,Muhammed Yedwab,Corporate,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,Phones,Samsung,Columbus,Ohio,East,2015-03-11,Same Day,0.40,-210.00,-0.20,"1,050.00",350.00,-0.20,0,52.85,Muhammed YedwabColumbus,Loss
2015-03-11,CA-2015-106054,3,Jack O'Briant,Corporate,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,Dixon,Athens,Georgia,South,2015-03-13,First Class,0.00,5.00,0.41,13.00,4.33,0.38,2,15.28,Jack O'BriantAthens,Low
2015-03-11,CA-2015-106229,3,Nick Radford,Consumer,"Bevis Round Conference Table Top, X-Base",Furniture,Tables,Bevis,Aurora,Illinois,Central,2015-03-21,Second Class,0.50,-210.00,-0.78,269.00,179.33,-0.78,10,0.82,Nick RadfordAurora,Loss
2015-03-11,CA-2015-106264,2,Clytie Kelty,Consumer,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings,Eldon,San Diego,California,West,2015-03-19,Standard Class,0.00,1.00,0.32,3.00,1.50,0.33,8,14.30,Clytie KeltySan Diego,Low
2015-03-11,CA-2015-106264,3,Clytie Kelty,Consumer,Acme Rosewood Handle Letter Opener,Office Supplies,Supplies,Acme,San Diego,California,West,2015-03-19,Standard Class,0.00,0.00,0.01,12.00,4.00,0.00,8,14.30,Clytie KeltySan Diego,Loss
2015-03-14,CA-2015-106376,4,Brendan Sweed,Corporate,netTALK DUO VoIP Telephone Service,Technology,Phones,Other,Gilbert,Arizona,West,2015-03-20,Standard Class,0.20,63.00,0.38,168.00,52.50,0.38,6,11.94,Brendan SweedGilbert,High
2015-03-14,CA-2015-106376,8,Brendan Sweed,Corporate,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,Hunt,Gilbert,Arizona,West,2015-03-20,Standard Class,0.20,111.00,0.10,"1,113.00",173.91,0.10,6,11.94,Brendan SweedGilbert,High
2015-03-14,CA-2015-106439,3,Greg Guthrie,Corporate,Staples,Office Supplies,Fasteners,Other,Los Angeles,California,West,2015-03-15,Standard Class,0.00,5.00,0.46,11.00,3.67,0.45,1,14.86,Greg GuthrieLos Angeles,Low
2015-03-14,CA-2015-106439,3,Greg Guthrie,Corporate,Newell 325,Office Supplies,Art,Newell,Los Angeles,California,West,2015-03-15,Standard Class,0.00,4.00,0.30,12.00,4.00,0.33,1,14.86,Greg GuthrieLos Angeles,Low
2015-03-14,CA-2015-106439,2,Greg Guthrie,Corporate,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Office Supplies,Binders,Avery,Los Angeles,California,West,2015-03-15,Standard Class,0.20,5.00,0.34,16.00,10.00,0.31,1,14.86,Greg GuthrieLos Angeles,Low
2015-03-14,CA-2015-106439,3,Greg Guthrie,Corporate,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Binders,Fellowes,Los Angeles,California,West,2015-03-15,Standard Class,0.20,6.00,0.31,19.00,7.92,0.32,1,14.86,Greg GuthrieLos Angeles,Low
2015-03-14,CA-2015-106439,13,Greg Guthrie,Corporate,Xerox 1952,Office Supplies,Paper,Xerox,Los Angeles,California,West,2015-03-15,Standard Class,0.00,30.00,0.47,65.00,5.00,0.46,1,14.86,Greg GuthrieLos Angeles,Low
2015-03-14,CA-2015-106439,5,Greg Guthrie,Corporate,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Office Supplies,Storage,Other,Los Angeles,California,West,2015-03-15,Standard Class,0.00,21.00,0.26,80.00,16.00,0.26,1,14.86,Greg GuthrieLos Angeles,Low
2015-03-14,CA-2015-106439,3,Greg Guthrie,Corporate,Novimex Fabric Task Chair,Furniture,Chairs,Novimex,Los Angeles,California,West,2015-03-15,Standard Class,0.20,-9.00,-0.06,146.00,60.83,-0.06,1,14.86,Greg GuthrieLos Angeles,Loss
2015-03-14,CA-2015-106439,9,Greg Guthrie,Corporate,Maxell LTO Ultrium - 800 GB,Technology,Accessories,Maxell,Los Angeles,California,West,2015-03-15,Standard Class,0.00,48.00,0.19,252.00,28.00,0.19,1,14.86,Greg GuthrieLos Angeles,High
2015-03-14,CA-2015-106439,4,Greg Guthrie,Corporate,Tennsco Regal Shelving Units,Office Supplies,Storage,Tennsco,Los Angeles,California,West,2015-03-15,Standard Class,0.00,12.00,0.03,406.00,101.50,0.03,1,14.86,Greg GuthrieLos Angeles,Low
2015-03-15,CA-2015-106572,2,Nora Preis,Consumer,Economy Rollaway Files,Office Supplies,Storage,Other,Bowling Green,Ohio,East,2015-03-19,Standard Class,0.20,20.00,0.08,264.00,165.00,0.08,4,9.29,Nora PreisBowling Green,Low
2015-03-15,CA-2015-106719,2,Robert Barroso,Corporate,"SlimView Poly Binder, 3/8""",Office Supplies,Binders,Other,Billings,Montana,West,2015-03-15,Same Day,0.20,3.00,0.33,8.00,5.00,0.38,0,47.64,Robert BarrosoBillings,Low
2015-03-15,CA-2015-106726,7,Roland Schwarz,Corporate,Standard Rollaway File with Lock,Office Supplies,Storage,Standard,Los Angeles,California,West,2015-03-20,First Class,0.00,328.00,0.26,"1,261.00",180.14,0.26,5,18.39,Roland SchwarzLos Angeles,High
2015-03-15,CA-2015-106803,2,Debra Catini,Consumer,Recycled Eldon Regeneration Jumbo File,Office Supplies,Storage,Other,Cottage Grove,Minnesota,Central,2015-03-23,Standard Class,0.00,7.00,0.28,25.00,12.50,0.28,8,11.84,Debra CatiniCottage Grove,Low
